timestamp,open,close,high,low,volume
1634223600000,57399.18,57318.54,57804.32,56974.8,1123093.81466702
1634227200000,57315.2,57125.65,57417.72,56984.12,475101.58798479004
1634230800000,57125.65,57197.74,57258.98,57072.47,133556.95901916001
1634234400000,57160.65,58051.02,58079.44,56838.93,1478281.62574628
1634238000000,58002.83,57851.72,58003.36,56854.02,1322357.36824584
1634241600000,57854.61,57444.47,57870.78,57414.53,307639.26299941
1634245200000,57464.49,57762.43,57762.43,57417.77,115268.41442415
1634248800000,57740.83,57604.45,57740.83,57456.58,240220.94562006
1634252400000,57621.23,57323.25,57645.12,57210.78,195846.5813782
1634256000000,57335.18,57015.22,57439.22,56986.29,397032.71395228
1634259600000,57050.65,57259.66,57297.84,56868.66,481891.75792316
1634263200000,57293.11,59151.77,59348.72,57104.55,3865347.69170693
1634266800000,59109.96,59418.06,59442.44,58870.48,1462399.7746915
1634270400000,59437.88,59576.79,59734.1,59154.56,1180935.77004986
1634274000000,59636.18,59548.06,60012.2,59389.2,1805819.49370242
1634277600000,59580.33,59692.63,59715.89,59375.9,393751.6755948
1634281200000,59640.22,59215.18,59640.22,59200.0,423091.35610656
1634284800000,59250.06,58943.62,59407.0,58689.8,738232.82478834
1634288400000,58945.93,59339.68,59339.68,58762.42,266212.6795349
1634292000000,59391.44,59284.62,59391.5,58897.1,514555.58656586
1634295600000,59299.45,59536.18,59536.26,59205.63,324245.24504915
1634299200000,59533.2,59287.43,59581.24,59218.17,368793.22503336
1634302800000,59261.86,59944.67,60356.87,59250.0,1622651.44340595
1634306400000,59950.37,60076.44,60261.01,59640.0,1744410.05460748
1634310000000,60118.48,60026.25,60118.48,59664.22,1648564.48212203
1634313600000,59994.78,61454.22,61521.53,59991.17,2649237.87318124
1634317200000,61480.14,61718.2,61873.36,61089.7,2465323.03393639
1634320800000,61782.75,61636.12,61847.62,61533.55,1023950.17855292
1634324400000,61647.68,61442.94,61677.33,61228.3,559872.71844134
1634328000000,61461.55,62547.46,62921.75,61044.73,7579763.45554292
1634331600000,62543.44,61228.51,62558.3,60700.19,1511488.49119377
1634335200000,61211.04,61302.91,61561.82,61211.04,833973.11788323
1634338800000,61288.77,61692.71,61807.29,60937.75,492089.42997312
1634342400000,61705.9,61388.07,61766.69,61200.0,742289.76975025
1634346000000,61387.53,61376.85,61561.14,61207.09,320453.30399216
1634349600000,61376.85,61616.91,61716.41,61136.36,625412.41369815
1634353200000,61631.31,61590.44,61747.72,61380.43,294132.11921618
1634356800000,61656.41,61748.74,62160.7,61551.67,565761.16372152
1634360400000,61730.73,62158.93,62355.71,61730.73,760042.01872102
1634364000000,62054.4,61860.23,62306.66,61860.23,258497.48363514
1634367600000,61860.23,61714.55,61977.0,61590.1,386783.87988616
1634371200000,61761.88,61541.66,62057.28,61455.72,744165.8159556
1634374800000,61541.51,61416.53,61658.48,61403.02,236457.71189273
1634378400000,61442.88,61532.29,61688.0,61343.26,254809.40592612
1634382000000,61527.14,61617.31,61751.97,61450.0,229515.81802438
1634385600000,61600.0,60706.87,61600.0,60479.89,1591518.20483326
1634389200000,60661.39,61029.41,61089.99,60539.59,507174.91303268
1634392800000,61012.51,60922.46,61248.52,60775.95,567116.48032208
1634396400000,60898.97,60945.13,61125.26,60659.2,334467.70013143
1634400000000,60935.28,60612.36,61029.41,60519.28,539083.41120804
1634403600000,60646.14,60547.06,60676.66,60152.52,689576.45828805
1634407200000,60578.8,61059.8,61260.59,60502.02,853456.92003347
1634410800000,61077.98,60818.18,61077.98,60818.18,259829.30819295
1634414400000,60849.63,61008.91,61065.6,60558.69,370913.84043412
1634418000000,60997.9,60744.66,61285.66,60684.83,309100.45498862
1634421600000,60681.91,60815.67,60949.62,60506.03,204846.75104895
1634425200000,60795.4,60875.66,61084.87,60734.93,199517.8299223
1634428800000,60882.41,60946.86,61150.0,60468.05,991213.35452871
1634432400000,60884.67,61066.33,61386.49,60882.35,561475.44617647
1634436000000,61101.05,61088.58,61202.99,60869.3,381728.37872955
1634439600000,61088.54,61119.71,61360.96,61058.08,404432.88698595
1634443200000,61076.74,60971.91,61201.24,60902.85,225412.35560703
1634446800000,60925.92,60643.48,60971.82,60633.69,563479.90045412
1634450400000,60663.97,60678.56,60839.02,60570.04,190574.83527188998
1634454000000,60652.89,60338.67,60834.25,60320.67,335434.44689074
1634457600000,60352.53,60690.74,60882.35,60352.53,235612.31004262
1634461200000,60663.39,61228.65,61228.65,60626.96,319408.89729533
1634464800000,61248.52,61133.94,61457.26,60937.97,436063.39656468
1634468400000,61127.7,60933.59,61316.5,60933.59,225101.99823498
1634472000000,60962.65,60832.01,60995.84,60708.57,346077.87212791
1634475600000,60838.56,60991.68,61260.93,60660.24,569304.07052571
1634479200000,61029.41,61029.74,61076.64,60775.95,243137.94186409
1634482800000,61002.87,60758.21,61092.63,60480.58,497338.54186169
1634486400000,60761.83,61010.79,61010.79,60671.16,385210.89868161
1634490000000,60966.29,61045.42,61072.41,60812.64,237773.50728905
1634493600000,61036.75,60968.11,61054.37,60861.93,249815.49227312
1634497200000,60992.81,60519.32,60997.22,60400.0,483833.92789092
1634500800000,60500.09,59406.03,60507.05,58950.0,4337076.75973084
1634504400000,59397.29,60617.0,60675.98,59300.0,923637.64347133
1634508000000,60646.26,61288.83,61315.78,60639.89,1656118.573911
1634511600000,61270.11,61522.79,61765.36,61182.5,1199750.57510691
1634515200000,61558.1,62470.55,62470.55,61416.16,2318588.43194938
1634518800000,62473.48,62033.37,62580.0,61944.27,1283931.9657298
1634522400000,62195.11,62135.25,62302.1,61947.12,695891.37543846
1634526000000,62108.18,62114.04,62268.73,61892.27,566869.08447667
1634529600000,62095.61,62374.73,62413.93,61994.78,471389.74942284997
1634533200000,62402.29,62374.92,62523.33,62257.38,400803.46011496
1634536800000,62360.01,62275.18,62451.94,62137.33,429385.99198962
1634540400000,62255.61,61885.24,62697.12,61797.49,891736.34005514
1634544000000,61928.92,61812.29,62451.57,61509.16,1447153.43064831
1634547600000,61774.03,61198.36,62135.65,60626.73,1322472.86107013
1634551200000,61221.99,61310.91,61509.56,60651.97,1216371.95689192
1634554800000,61310.91,60934.69,61545.45,60705.68,941731.27565784
1634558400000,60934.69,60615.05,61154.58,60294.11,1589570.65193657
1634562000000,60612.02,61845.01,61941.51,59887.66,2478071.92777661
1634565600000,61865.56,62101.55,62246.44,61624.05,1270390.02416244
1634569200000,62101.55,61998.45,62185.94,61691.96,819575.11255646
1634572800000,62016.95,61830.73,62386.43,61494.83,1205304.95687491
1634576400000,61799.07,61714.29,62096.36,61714.29,431607.1601967
1634580000000,61711.58,61847.66,62036.41,61681.75,283356.04339140997
1634583600000,61844.57,61428.59,61844.57,61039.0,902311.33457449
1634587200000,61448.28,61389.95,61585.85,61109.33,367546.03021792
1634590800000,61347.1,61772.86,61870.93,61089.71,309553.5467782
1634594400000,61771.12,62064.24,62090.32,61606.54,240693.87925428
1634598000000,62090.32,62069.63,62102.11,61834.85,550023.20584992
1634601600000,62035.82,61884.81,62324.2,61820.08,1259248.0451432
1634605200000,61864.25,61817.14,62012.28,61667.79,1047119.63400061
1634608800000,61848.99,61767.51,61920.05,61689.86,306269.37903161
1634612400000,61765.64,62671.46,62990.89,61719.56,2579682.85827928
1634616000000,62608.77,62439.6,62850.01,62268.91,884342.54737502
1634619600000,62440.7,62471.42,62538.72,62321.44,637675.47449029
1634623200000,62496.22,62172.17,62500.64,62000.0,454182.98946918
1634626800000,62205.88,62342.15,62346.05,62011.63,320002.16054854
1634630400000,62318.96,62520.11,62557.97,61777.77,747811.13609154
1634634000000,62523.66,62141.74,62532.94,61915.88,374764.28826252
1634637600000,62124.38,62257.15,62393.04,62053.74,346619.97928071
1634641200000,62232.99,62133.79,62324.92,62100.74,167091.92722035
1634644800000,62131.92,62197.51,62521.73,61994.85,648391.9776733
1634648400000,62227.41,62620.0,63281.17,62071.2,4002344.93938748
1634652000000,62650.18,62536.47,62714.76,61361.15,2323632.66735466
1634655600000,62549.25,62406.44,62796.25,62329.0,1442365.80632722
1634659200000,62385.12,63154.58,63196.7,62321.11,1287363.6012789
1634662800000,63197.83,63419.2,63500.0,63042.29,1574862.52581914
1634666400000,63395.42,63436.88,63605.81,63101.63,1706214.17003263
1634670000000,63442.6,64190.63,64290.96,63437.0,2896873.00576599
1634673600000,64190.63,64123.39,64346.46,63829.54,4549206.18077592
1634677200000,64099.05,64087.45,64199.95,63689.71,1165827.94753258
1634680800000,64089.28,64081.91,64234.49,63846.12,2357396.37130043
1634684400000,64081.91,64287.6,64470.07,63992.85,725432.53161883
1634688000000,64300.48,64057.24,64367.73,63979.44,753206.99568348
1634691600000,64059.84,63809.73,64193.58,63728.33,747181.86488072
1634695200000,63836.0,63789.24,63925.68,63723.45,445981.1013874
1634698800000,63789.24,63852.53,64052.95,63789.24,784138.96830507
1634702400000,63866.01,64063.3,64063.3,63788.84,258369.73751713
1634706000000,64030.88,63777.02,64030.88,63511.28,380768.00898524
1634709600000,63786.72,63794.95,64157.88,63699.5,354547.65543182
1634713200000,63794.95,64010.4,64055.65,63758.66,281134.48493079
1634716800000,63960.81,64011.9,64242.37,63946.92,342490.2531213
1634720400000,64014.7,64008.91,64168.68,63855.35,234030.29813095
1634724000000,64012.12,63827.42,64031.93,63770.44,446026.19001636
1634727600000,63817.22,63790.05,63924.46,63715.84,254561.78488582
1634731200000,63791.97,64382.64,66787.05,63763.38,3824024.94654956
1634734800000,64388.65,66031.42,66059.71,64165.39,3606954.24809659
1634738400000,66054.11,66698.55,67018.63,65741.4,3501283.27610706
1634742000000,66696.75,66862.53,66885.24,66326.67,1851673.97590034
1634745600000,66862.53,66448.08,66923.45,66376.75,1526676.07769597
1634749200000,66472.08,66372.92,66516.82,66122.4,587427.42238085
1634752800000,66349.23,66649.89,66689.33,66320.6,367015.51203627
1634756400000,66647.82,66388.74,66701.21,66161.3,776637.10927284
1634760000000,66401.24,65987.02,66432.01,65662.0,1224006.73905406
1634763600000,65992.94,65834.61,66068.43,65569.85,494193.45746881
1634767200000,65818.18,65909.08,66081.92,65484.95,580378.97455102
1634770800000,65868.2,66010.31,66184.67,65864.7,445024.89574864
1634774400000,65991.72,65633.35,66025.08,65563.0,1247223.67564222
1634778000000,65633.24,64986.96,65858.36,64641.99,3238924.93295547
1634781600000,64979.98,64904.9,65326.5,64110.27,3393799.74694921
1634785200000,64923.45,65064.69,65191.23,64439.31,1478991.76996986
1634788800000,65078.77,65040.99,65167.39,64627.39,656400.77021737
1634792400000,65032.9,64843.17,65153.75,64824.37,449173.79756097
1634796000000,64816.13,64679.86,65012.89,64166.66,986228.98820392
1634799600000,64694.73,65098.21,65250.0,64443.18,541985.68077656
1634803200000,65079.3,65883.33,66064.85,65057.67,1076005.98279682
1634806800000,65892.39,66171.78,66642.09,65892.39,1537916.22934889
1634810400000,66148.12,65597.59,66185.87,65595.0,968512.06293042
1634814000000,65597.59,64797.06,65974.06,64186.52,4694543.91641032
1634817600000,64815.73,65066.95,65186.47,64388.88,1005226.38575201
1634821200000,64993.03,64742.08,65594.59,64695.5,549565.5165521
1634824800000,64752.7,63682.31,64909.65,62965.0,2207503.78892101
1634828400000,63601.92,63001.44,63891.73,62097.62,2496790.04656337
1634832000000,62963.4,62814.19,63632.02,62711.84,1374685.18784265
1634835600000,62749.72,62476.47,63330.81,62449.11,1075581.78391534
1634839200000,62479.5,62739.93,63200.8,62479.5,984586.80240265
1634842800000,62703.92,62801.09,63497.43,62629.13,827471.46933845
1634846400000,62784.12,62679.11,63067.21,62382.9,1341065.48570451
1634850000000,62645.37,62739.69,63008.31,62237.31,408906.89259275
1634853600000,62721.27,62446.23,63097.6,62415.22,391165.11413261
1634857200000,62466.42,62202.64,62715.66,62003.91,1013506.82848619
1634860800000,62202.64,62781.5,62890.69,62140.37,1898030.09471483
1634864400000,62759.55,62557.18,63061.83,62557.18,792131.60880131
1634868000000,62548.45,62830.53,63003.0,62537.74,408564.17599681
1634871600000,62827.65,63251.67,63325.77,62827.65,573536.60228458
1634875200000,63246.46,63035.89,63256.71,62870.45,263661.06689027
1634878800000,63050.0,63015.82,63158.13,62793.11,411992.47748255
1634882400000,63014.23,62723.04,63203.13,62481.35,407079.37244968
1634886000000,62737.99,63352.35,63389.94,62627.74,560848.7880528
1634889600000,63392.78,63565.19,63641.04,63248.13,510148.87084925
1634893200000,63580.93,63308.73,63718.37,63174.94,414989.98475311
1634896800000,63326.06,63200.32,63345.48,62891.52,241690.36931672
1634900400000,63226.9,63365.0,63453.89,63173.59,173484.57415707
1634904000000,63376.8,63632.57,63648.74,63151.43,360351.98025813
1634907600000,63648.74,62417.41,63704.92,62341.44,992529.68700883
1634911200000,62417.41,61581.27,62434.35,61156.52,3697399.64589849
1634914800000,61594.13,60690.46,61716.89,60510.16,2296122.27030517
1634918400000,60672.95,61208.3,61377.96,60022.06,3545920.46536179
1634922000000,61133.22,60600.03,61280.22,60508.02,1212504.2216837
1634925600000,60568.37,60653.92,60893.89,60230.72,912227.77538091
1634929200000,60571.62,61033.27,61038.96,60354.16,804621.3403366
1634932800000,61019.39,60717.04,61212.44,60717.04,530362.45542432
1634936400000,60732.6,60391.25,60980.04,60152.52,436694.57578447
1634940000000,60373.24,60639.79,60823.37,60321.32,307367.5222554
1634943600000,60650.0,60701.38,60879.66,60650.0,171842.63373187
1634947200000,60666.1,61154.58,61154.58,60370.44,425321.63368302
1634950800000,61148.79,61036.85,61222.22,60868.94,226315.55538125
1634954400000,61025.94,61143.52,61227.41,60989.55,203207.48857197
1634958000000,61166.88,61222.73,61252.46,61035.19,91847.1821465
1634961600000,61257.19,61217.71,61557.79,61030.69,559428.45804143
1634965200000,61188.64,60955.96,61243.53,60872.97,228984.50703347
1634968800000,61006.53,61022.89,61106.98,60778.83,178705.64797322
1634972400000,61074.11,60895.91,61090.0,60727.49,159562.44046386
1634976000000,60894.8,61091.09,61138.52,60894.8,163154.14607529
1634979600000,61094.85,60685.58,61127.23,60339.25,199087.42661112
1634983200000,60672.68,60120.75,60773.26,60090.38,260711.33221851
1634986800000,60128.74,61532.91,61701.01,59602.68,2220419.32880262
1634990400000,61559.53,61521.53,61729.12,61315.05,347849.81542844
1634994000000,61523.77,61347.5,61699.83,61201.49,492886.15910415
1634997600000,61345.72,61034.0,61455.49,60969.3,303193.68070229
1635001200000,61057.26,61445.49,61539.36,60727.49,466388.21351903
1635004800000,61474.18,61110.34,61612.24,60958.4,857504.88984709
1635008400000,61106.03,61224.27,61378.09,60970.94,338797.44708082
1635012000000,61253.38,61323.64,61392.44,61115.29,212816.14238797
1635015600000,61308.5,61043.19,61316.58,60915.43,121642.9248656
1635019200000,60989.83,61100.0,61100.0,60842.49,155775.87459243
1635022800000,61111.53,61007.0,61463.42,60942.1,234978.53406575
1635026400000,60985.47,61003.83,61356.03,60978.28,201294.23033185
1635030000000,61003.83,61291.02,61335.28,60916.64,301379.80725958
1635033600000,61312.35,61089.64,61456.99,61071.75,337492.1945813
1635037200000,61068.7,61006.87,61139.61,60945.44,181987.44066106
1635040800000,60995.25,61199.97,61238.85,60835.45,457029.31944019
1635044400000,61178.3,61192.98,61282.96,61101.48,170340.31219244
1635048000000,61235.02,60978.17,61238.08,60929.97,326523.21738744
1635051600000,61039.24,60939.32,61119.33,60841.52,127220.25307967
1635055200000,60900.0,60683.09,61089.77,60641.61,288260.18432938
1635058800000,60687.31,60709.22,60940.92,60582.48,273192.99140007
1635062400000,60677.96,60534.07,60712.13,60451.34,205742.0744125
1635066000000,60467.49,60793.93,61267.31,60445.93,361586.03181077
1635069600000,60783.86,60928.49,61066.97,60733.88,110046.68663685
1635073200000,60945.34,60289.49,60996.3,60175.07,612257.719078
1635076800000,60248.11,60418.21,60807.68,59826.36,1506148.41729272
1635080400000,60395.97,60563.96,60792.03,60304.77,385328.12608485
1635084000000,60517.39,60084.96,60569.17,60051.99,350521.51337356
1635087600000,60108.84,59866.98,60413.27,59631.86,2129740.8623592
1635091200000,59848.04,60329.44,60393.75,59525.69,1253056.19339743
1635094800000,60376.15,60264.9,60508.37,60172.14,233337.25017061
1635098400000,60264.9,60033.86,60264.9,59797.23,333812.8696343
1635102000000,60114.17,60653.87,60724.47,60112.99,316333.20587388
1635105600000,60655.25,61160.92,61170.87,60558.27,415088.78147708
1635109200000,61177.65,60973.1,61335.66,60846.15,701526.92286561
1635112800000,61026.65,60940.3,61064.2,60823.0,339835.51831224
1635116400000,60920.36,60869.33,60958.73,60779.24,78369.0516582
1635120000000,60886.74,61786.99,61811.0,60644.15,1143456.18681479
1635123600000,61823.39,61700.26,62106.55,61675.16,586076.2037746
1635127200000,61764.7,61952.41,62036.41,61637.85,270334.56400457
1635130800000,61934.53,62096.13,62229.5,61853.0,539422.70087995
1635134400000,62131.92,62051.45,62198.5,61840.75,379276.75940716
1635138000000,62048.35,61877.09,62127.35,61820.08,198213.80967943
1635141600000,61855.12,62040.58,62069.32,61826.24,115063.43292407
1635145200000,62038.53,62671.18,62888.88,61969.29,534460.4276112
1635148800000,62679.08,62724.3,62960.07,62679.08,300994.79696277
1635152400000,62728.88,62740.07,62869.28,62687.68,194136.28898999
1635156000000,62730.94,62785.07,62851.26,62485.03,299439.51634755
1635159600000,62800.34,62766.24,63186.06,62701.68,463970.80313194
1635163200000,62766.24,62733.69,63006.17,62685.26,166347.28288563
1635166800000,62746.87,63241.79,63376.19,62600.5,1120562.24316247
1635170400000,63241.1,63345.65,63345.65,62982.72,405579.39030532
1635174000000,63351.73,63576.73,63632.71,63214.62,926567.00911489
1635177600000,63632.76,63646.0,63710.74,63382.63,334103.90134241997
1635181200000,63637.59,63088.52,63723.55,62785.25,1146340.26244799
1635184800000,63088.52,63118.75,63157.73,62848.9,695204.46310064
1635188400000,63125.0,62662.75,63125.0,62655.4,251669.73566712
1635192000000,62734.58,62565.33,62828.61,62533.01,276106.68802564
1635195600000,62536.13,62817.09,63295.94,62536.13,750775.78160472
1635199200000,62817.09,63011.88,63102.04,62687.68,187251.34094629
1635202800000,62963.6,63079.59,63160.34,62939.65,149740.38266549
1635206400000,63099.08,63027.89,63287.36,62832.82,631320.02121061
1635210000000,63036.53,62713.05,63036.53,62702.29,315952.06005368
1635213600000,62713.05,62754.52,62900.0,62680.65,198784.70468426
1635217200000,62702.55,62742.17,62865.51,62630.56,141451.29489418
1635220800000,62775.49,62477.75,62785.56,62252.59,534416.59449612
1635224400000,62440.53,62385.77,62622.15,62377.73,139954.87363028
1635228000000,62409.98,62355.28,62585.5,62206.26,98086.34275565
1635231600000,62376.51,62440.44,62479.4,62202.05,70226.17195333
1635235200000,62440.4,62802.22,63102.04,62403.29,273073.87274582
1635238800000,62811.68,62614.06,62849.06,62606.42,148136.21885101
1635242400000,62681.56,63002.68,63017.94,62574.34,155913.24285801
1635246000000,62975.6,62759.65,63063.44,62706.03,288219.39164847
1635249600000,62762.78,62506.06,62870.64,62305.94,795021.33371793
1635253200000,62455.05,62214.87,62582.94,62100.0,610451.00931044
1635256800000,62230.35,61942.96,62230.35,61803.04,507255.07688125
1635260400000,61946.05,62520.11,62765.3,61843.12,859613.86542971
1635264000000,62511.26,62011.46,62715.66,61888.64,1396257.56725434
1635267600000,62083.44,62470.01,62506.01,62016.51,466149.94791375
1635271200000,62491.23,62299.68,62606.12,62279.41,447720.04248019
1635274800000,62352.19,62003.22,62362.15,61940.8,350828.41580683
1635278400000,61988.37,62107.58,62300.17,61889.0,606349.29476373
1635282000000,62107.89,60815.27,62107.89,60596.23,1314778.30996822
1635285600000,60820.14,60249.95,60904.11,59852.95,2654054.04135895
1635289200000,60251.86,60312.97,60584.25,60181.85,408104.89572424
1635292800000,60301.41,60692.12,60752.38,60154.69,384837.0694738
1635296400000,60668.16,60514.7,60851.33,60483.53,544203.59368235
1635300000000,60514.7,60424.73,60645.63,60400.43,765633.59153443
1635303600000,60427.75,60713.45,60824.09,60369.45,478881.50782911
1635307200000,60731.43,61189.57,61475.81,60515.55,1698111.69039723
1635310800000,61177.32,60924.37,61398.84,60821.98,468266.74428418
1635314400000,60954.17,60698.27,60992.9,60633.66,532632.82737578
1635318000000,60698.27,59959.9,60971.67,59916.53,785854.45841246
1635321600000,59958.46,59179.82,59958.47,58035.54,5157253.93695925
1635325200000,59207.18,58949.44,59219.41,58622.0,548449.91621179
1635328800000,58914.75,58914.04,59117.2,58348.44,1015604.42578686
1635332400000,58928.94,58580.61,59172.2,58401.73,675734.37290204
1635336000000,58549.04,59012.37,59061.22,58271.81,1613928.56068262
1635339600000,59008.72,59011.18,59298.53,58889.37,610721.37596644
1635343200000,59020.69,59141.85,59427.21,58724.48,925648.2986741799
1635346800000,59121.04,58828.45,59362.53,58726.23,1217887.39548073
1635350400000,58801.05,58906.04,59044.28,58555.0,835424.5929228
1635354000000,58855.31,58887.68,59172.34,58789.97,321804.651929
1635357600000,58977.8,58737.1,59004.93,58700.0,287160.91715384
1635361200000,58750.38,59052.35,59131.66,58172.3,1138511.38258859
1635364800000,59050.0,58860.92,59584.66,58535.97,1804982.83485466
1635368400000,58904.07,58728.18,59061.22,58703.46,972075.23262221
1635372000000,58774.41,58736.42,58854.64,58494.28,694758.79108486
1635375600000,58766.52,58409.03,58895.35,58390.51,731505.79949396
1635379200000,58435.87,58264.02,58857.59,58230.76,1176764.19305703
1635382800000,58230.77,58916.6,58962.64,58083.11,1170934.34454052
1635386400000,58911.09,58925.93,58925.93,58647.06,544274.31668569
1635390000000,58945.86,58842.98,59160.53,58691.13,1087577.909034
1635393600000,58842.77,58789.38,59392.89,58696.42,1596079.63060892
1635397200000,58786.63,59035.61,59133.03,58740.3,677924.60065746
1635400800000,59111.96,59038.13,59202.89,58705.89,769044.32243402
1635404400000,59073.49,59039.3,59190.08,58851.74,377197.8194964
1635408000000,59014.78,60562.53,60672.39,59014.78,1085525.73508654
1635411600000,60571.38,60957.55,61242.49,60392.27,1080205.5731236
1635415200000,61052.93,61032.36,61199.19,60847.63,629805.19834053
1635418800000,61058.34,60931.7,61093.18,60757.74,450753.50005789
1635422400000,60958.24,61106.75,61266.92,60858.11,753870.20825916
1635426000000,61106.75,61580.98,61789.37,60964.47,994306.85308802
1635429600000,61620.66,61539.54,61629.56,61235.98,664060.5285373
1635433200000,61526.84,61128.25,61545.08,61043.5,474317.02547086
1635436800000,61159.27,61209.16,61313.01,61107.59,418127.51980465
1635440400000,61164.35,61132.47,61282.43,60843.97,738590.42131841
1635444000000,61127.78,60128.43,61235.45,57802.53,10722338.84009425
1635447600000,60125.42,61295.8,61469.65,59564.69,2785794.5779831302
1635451200000,61298.87,61370.82,62459.33,60999.0,4930144.50125188
1635454800000,61321.86,60693.14,61382.34,60472.77,1921537.58005311
1635458400000,60709.22,60517.55,60900.15,60419.53,1117012.35861627
1635462000000,60502.18,60596.98,60822.37,60334.14,1502556.43258641
1635465600000,60564.1,61388.79,61393.83,60188.25,1721357.5747948799
1635469200000,61400.0,61394.46,62066.51,61260.22,1761966.64837639
1635472800000,61390.56,61615.08,61727.68,61367.97,708590.16466786
1635476400000,61595.95,61662.41,61815.68,61528.38,932455.24295812
1635480000000,61677.7,61616.93,61696.58,61393.81,394283.96340548
1635483600000,61528.27,60986.44,61580.03,60685.96,1471644.11843126
1635487200000,60991.36,61384.06,61414.9,60865.46,352021.92897322
1635490800000,61305.19,60521.77,61338.21,60369.45,975187.09823693
1635494400000,60545.33,60934.6,60968.69,60440.64,1005092.32826528
1635498000000,60915.68,60815.48,61344.35,60796.4,549613.44302357
1635501600000,60881.62,61022.07,61041.59,60573.09,450077.58282776
1635505200000,61028.84,60936.4,61129.25,60557.6,745394.46164233
1635508800000,60928.56,60967.46,61426.92,60724.91,1635799.78219387
1635512400000,60951.47,61299.19,61339.19,60767.14,972182.56462828
1635516000000,61217.3,61280.14,61328.64,60998.25,1164636.23419032
1635519600000,61229.41,62304.02,62521.73,61179.19,2324978.89503341
1635523200000,62316.44,62598.74,62955.51,62316.44,2454797.82705362
1635526800000,62591.62,62359.17,62667.14,62310.95,784977.1220366299
1635530400000,62438.13,62057.28,62496.42,61964.46,625619.88684782
1635534000000,62023.11,62500.73,62637.93,61915.88,826420.5358411199
1635537600000,62562.61,62435.28,62711.05,62273.27,484556.17036157
1635541200000,62383.12,62363.16,62480.56,62201.41,240768.96914508002
1635544800000,62363.16,62288.68,62451.07,62189.8,1284189.0451940899
1635548400000,62281.92,62252.25,62380.0,62056.86,565208.01648974
1635552000000,62275.71,61910.66,62355.63,61755.1,1064141.7403629
1635555600000,61897.33,62031.11,62139.0,61830.82,447511.65434159
1635559200000,62035.64,61889.37,62035.64,61777.49,534540.71884381
1635562800000,61881.1,61641.4,61934.72,61615.03,415588.3509988
1635566400000,61667.61,61491.28,61905.59,61451.81,222561.51797107
1635570000000,61454.88,61546.51,61663.23,61292.42,874617.58980685
1635573600000,61541.19,61714.11,61870.93,61416.9,193729.22119048
1635577200000,61703.03,61581.23,61791.4,61527.72,209978.31507988
